gene_id,TCGA-2H-A9GF,TCGA-2H-A9GG,TCGA-2H-A9GH,TCGA-2H-A9GI,TCGA-2H-A9GJ,TCGA-2H-A9GK,TCGA-2H-A9GL,TCGA-2H-A9GM,TCGA-2H-A9GN,TCGA-2H-A9GO,TCGA-2H-A9GQ,TCGA-2H-A9GR,TCGA-IC-A6RE,TCGA-IC-A6RF,TCGA-IG-A3I8,TCGA-IG-A3QL,TCGA-IG-A3Y9,TCGA-IG-A3YA,TCGA-IG-A3YB,TCGA-IG-A3YC,TCGA-IG-A4P3,TCGA-IG-A4QS,TCGA-IG-A4QT,TCGA-IG-A50L,TCGA-IG-A51D,TCGA-IG-A5B8,TCGA-IG-A5S3,TCGA-IG-A625,TCGA-IG-A6QS,TCGA-IG-A7DP,TCGA-IG-A8O2,TCGA-IG-A97H,TCGA-IG-A97I,TCGA-JY-A6F8,TCGA-JY-A6FA,TCGA-JY-A6FB,TCGA-JY-A6FD,TCGA-JY-A6FE,TCGA-JY-A6FG,TCGA-JY-A6FH,TCGA-JY-A938,TCGA-JY-A939,TCGA-JY-A93C,TCGA-JY-A93D,TCGA-JY-A93E,TCGA-JY-A93F,TCGA-KH-A6WC,TCGA-L5-A43C,TCGA-L5-A43E,TCGA-L5-A43H,TCGA-L5-A43I,TCGA-L5-A43J,TCGA-L5-A43M,TCGA-L5-A4OE,TCGA-L5-A4OF,TCGA-L5-A4OG,TCGA-L5-A4OH,TCGA-L5-A4OI,TCGA-L5-A4OJ,TCGA-L5-A4OM,TCGA-L5-A4ON,TCGA-L5-A4OO,TCGA-L5-A4OP,TCGA-L5-A4OQ,TCGA-L5-A4OR,TCGA-L5-A4OS,TCGA-L5-A4OT,TCGA-L5-A4OU,TCGA-L5-A4OW,TCGA-L5-A4OX,TCGA-L5-A88S,TCGA-L5-A88T,TCGA-L5-A88V,TCGA-L5-A88W,TCGA-L5-A88Y,TCGA-L5-A88Z,TCGA-L5-A891,TCGA-L5-A893,TCGA-L5-A8NE,TCGA-L5-A8NF,TCGA-L5-A8NG,TCGA-L5-A8NH,TCGA-L5-A8NI,TCGA-L5-A8NJ,TCGA-L5-A8NK,TCGA-L5-A8NL,TCGA-L5-A8NM,TCGA-L5-A8NN,TCGA-L5-A8NQ,TCGA-L5-A8NR,TCGA-L5-A8NS,TCGA-L5-A8NT,TCGA-L5-A8NU,TCGA-L5-A8NV,TCGA-L5-A8NW,TCGA-L7-A56G,TCGA-L7-A6VZ,TCGA-LN-A49K,TCGA-LN-A49L,TCGA-LN-A49M,TCGA-LN-A49N,TCGA-LN-A49O,TCGA-LN-A49P,TCGA-LN-A49R,TCGA-LN-A49S,TCGA-LN-A49U,TCGA-LN-A49V,TCGA-LN-A49W,TCGA-LN-A49X,TCGA-LN-A49Y,TCGA-LN-A4A1,TCGA-LN-A4A2,TCGA-LN-A4A3,TCGA-LN-A4A4,TCGA-LN-A4A5,TCGA-LN-A4A6,TCGA-LN-A4A8,TCGA-LN-A4A9,TCGA-LN-A4MQ,TCGA-LN-A4MR,TCGA-LN-A5U5,TCGA-LN-A5U6,TCGA-LN-A5U7,TCGA-LN-A7HV,TCGA-LN-A7HW,TCGA-LN-A7HX,TCGA-LN-A7HY,TCGA-LN-A7HZ,TCGA-LN-A8HZ,TCGA-LN-A8I0,TCGA-LN-A8I1,TCGA-LN-A9FO,TCGA-LN-A9FP,TCGA-LN-A9FQ,TCGA-LN-A9FR,TCGA-M9-A5M8,TCGA-Q9-A6FU,TCGA-Q9-A6FW,TCGA-R6-A6DN,TCGA-R6-A6DQ,TCGA-R6-A6KZ,TCGA-R6-A6L4,TCGA-R6-A6L6,TCGA-R6-A6XG,TCGA-R6-A6XQ,TCGA-R6-A6Y0,TCGA-R6-A6Y2,TCGA-R6-A8W5,TCGA-R6-A8W8,TCGA-R6-A8WC,TCGA-R6-A8WG,TCGA-RE-A7BO,TCGA-S8-A6BV,TCGA-S8-A6BW,TCGA-V5-A7RB,TCGA-V5-A7RC,TCGA-V5-A7RC,TCGA-V5-A7RE,TCGA-V5-AASV,TCGA-V5-AASW,TCGA-V5-AASX,TCGA-VR-A8EO,TCGA-VR-A8EP,TCGA-VR-A8EQ,TCGA-VR-A8ER,TCGA-VR-A8ET,TCGA-VR-A8EU,TCGA-VR-A8EW,TCGA-VR-A8EX,TCGA-VR-A8EY,TCGA-VR-A8EZ,TCGA-VR-A8Q7,TCGA-VR-AA4D,TCGA-VR-AA4G,TCGA-VR-AA7B,TCGA-VR-AA7D,TCGA-VR-AA7I,TCGA-X8-AAAR,TCGA-XP-A8T6,TCGA-XP-A8T8,TCGA-Z6-A8JD,TCGA-Z6-A8JE,TCGA-Z6-A9VB,TCGA-Z6-AAPN,TCGA-ZR-A9CJ
MYH7,0,2.0964,0.3639,0,0,0,0,0,0,0.3314,0.3873,2.3184,0,2.8021,0,0,0.2688,0.2491,0,3.5563,18.3575,0,0,0,0.5445,2.8127,1.4657,0.3253,1.0855,0.5444,0,0.3994,0,0,0,0,0.9925,0,0,0,1.831,3.4347,0.9033,1.7174,0,0,5.7512,0,1.0504,0,0,0,0.6041,0.5551,0,0.9998,0,0,0,0,0,0.3145,0.5671,0.4375,0.4207,2.6711,0,0,0.3163,0,0,4.2076,0,0,0.4567,0,0,1.3132,0,0,0,0,0,0,0.3946,0,0.9094,0,0,0.337,0.5686,0,0,0.4554,0,0.358,0,0.2609,0,0,0,0.2845,1.8611,0,0.305,0,6.715,0,0,0,0,0,0,0.3079,0,0,0,0.5252,0.7383,1.7578,0.3258,0,0,0,0,0,0,5.8626,0,0.408,0,3.8589,0.3757,0.3305,0,0,0,0.3173,0,0.3022,2.1657,0.9785,0,0,0,2.2157,0,0,1.1751,0,0,0.4667,0.4671,0.249,2.0802,0.2983,0.9594,0,1.6,0.3073,2.8951,0.8097,2.1907,0,0,0,0,0,1.5758,0,0.367,1.6335,0,0,0.2601,0,1.297,0.3438,0,0,0,0.3756,0.6689,1.1319,0
MYH9,19408.8686,22226.4151,27215.0655,20429.9556,28718.2927,52764.4059,25153.0864,36254.9801,30051.6012,14591.9973,12175.4454,35525.8366,33704.7619,48733.0298,44268.9848,43867.1105,91025.5376,51011.2723,22496.1176,34977.3782,43276.519,22575.0329,42825.794,53826.3655,52844.269,29859.1662,25268.963,31950.2237,43250.6558,47543.7594,22236.2392,51414.9361,70882.5396,24492.6787,24086.5666,34430.9732,64815.4826,57058.7214,59980.2367,18904.2418,23481.0949,27373.896,40850.0452,44577.9853,37912.4696,52222.1102,26653.5211,39331.347,39340.3361,38259.4993,22114.514,109942.7692,26308.2383,28428.5318,26886.1462,32288.6959,21284.1875,39946.547,33902.1897,64103.9394,33948.5958,34483.6478,21274.4542,29051.0358,38837.3427,34412.3539,27843.2937,22639.7051,37151.4864,38196.8483,65274.9705,47179.1725,40798.5651,80914.0862,42012.5585,28137.606,60063.5095,37099.4747,13843.3554,23211.0271,35903.4458,29175.853,26711.929,24066.0969,33315.8054,37537.5618,31041.152,17163.5558,52440.4624,29726.997,39403.3941,55453.2934,48632.9569,40965.847,38514.89,47572.5027,28772.0247,46853.5647,43351.217,85094.5623,56723.1837,55033.9923,42251.6513,23863.412,22340.0427,73362.1474,18549.3651,47089.4016,73178.4512,30488.0754,93257.8009,100916.682,43013.824,64561.3117,69071.9147,69695.6475,66810.665,45522.0588,48015.1347,45464.2292,28886.21,90269.0583,82247.9339,55225.7401,64870.7941,77702.4992,52535.9823,21697.2362,62346.7497,39649.5308,23185.0996,39694.5976,58795.5528,51982.8142,100468.4026,43805.8161,177481.3973,39823.9213,39216.1207,25370.8069,27338.0509,21994.6184,34924.2561,20083.58,26929.5256,47444.9778,56144.1377,28520.8511,31760.8696,42247.5884,48991.9737,23133.8234,37293.3909,61877.241,21104.3091,36261.5763,61677.9661,23680.2351,54992.8,28630.9158,46330.833,31300.4049,49935.6874,31839.8082,39147.2839,37197.635,66462.6975,59037.1928,50234.0118,46646.4276,27435.2294,38761.0005,19615.2395,40945.0621,113863.6619,64795.8016,63381.323,31375.3867,44424.1222,56884.1419,90100.2296,35861.7297,41058.8629,25309.8472,38946.4736
NAT2,2.6084,1.2579,46.9432,55.6916,160.3659,10.8519,0.3527,34.5286,10.2419,3.6451,0,6.1825,37.2671,0,0,0.2663,0.5376,1.4947,0.3788,1.1854,4.1722,17.7078,0.8555,0.3285,0.2723,0,0,0,0.3618,0,0.2975,0.3994,0.3004,50.9905,1.2998,8.0041,0,0.7714,1.2352,1.8763,1.0986,5.3974,25.2936,1.374,1.042,0,0,8.6532,48.3193,0,19.7071,1.2308,0,1.1102,155.6382,1.9996,59.7522,95.2009,7.863,0.303,160.7322,3.7736,123.9013,153.5668,28.8156,4.6745,0.6937,2.2448,19.6078,10.9509,0.5694,0.7013,1.3797,1.8215,44.2973,0,0.7342,113.9199,57.3934,44.1085,27.6382,124.8177,38.6788,3.6467,0.3946,0.557,135.5059,12.3379,2.3121,0.6741,1.1372,7.1856,0.5133,8.6521,0.622,0.358,8.5008,0,2.0331,1.5946,0,0,0.6204,0,1.5249,0.9099,0,1.442,0.5856,0.5546,0,0.4919,0.7956,0,0.328,0.2128,29.9111,0,0,1.4062,1.3032,0,0,0,0.6729,0,0,0,0,0.816,0.9687,11.5766,0.3757,0.3305,0,55.2751,0,14.5939,0.3077,22.9677,181.5557,38.6497,12.624,12.8853,1.3819,7.7548,3.9625,18.4802,44.6533,8.7694,2.9186,49.9358,123.3069,0,5.6464,0.2983,0,17.0463,0,30.1168,47.901,0.4049,1.2518,26.219,0,1.1631,1.8376,0,1.5758,0,1.4679,5.3088,97.699,0.327,0.5202,0.2359,0.6485,27.8446,0,0,0.303,6.0088,0,0,1.729
NCOR1,3656.3417,6057.8616,6938.8646,9157.6437,3476.2195,3909.7124,5182.0106,3890.1062,7772.1113,7782.9509,5337.7227,5890.7686,5110.9731,2684.4133,4203.1561,4972.0373,3891.3978,4163.4178,3207.833,2777.8327,2435.7045,4422.2179,3240.2952,3269.9795,3357.4735,1272.1246,3714.9139,3138.1863,1749.4346,3966.2447,2983.6358,3261.5815,4811.8178,3559.2305,2803.9254,4865.9484,3498.1391,2033.748,1938.4457,2384.2391,4115.3529,8009.8135,10617.284,5938.579,5279.9583,5011.3877,3652.4222,2996.3519,3532.2129,5477.4669,6388.8149,5980,5774.2203,3520.9548,3379.6283,3438.8552,3771.9213,5912.6024,5555.0864,4478.7879,3701.6048,2806.6038,3618.089,2945.7703,5239.1827,3960.601,3157.3653,1544.8713,4953.1942,4461.2714,2399.2667,4164.7966,2425.4967,2716.7577,2465.1216,3565.5042,2772.3935,4077.807,14518.1078,7568.5193,5995.3338,6997.0837,3142.8542,2978.0057,4683.0127,4465.3624,8321.637,4876.305,2532.948,4637.3441,4489.4693,4411.6766,2868.0698,7132.0583,5966.2546,3714.2857,5615.662,3051.3339,3215.2256,1493.2228,4596.9531,4395.3918,4011.2347,4988.7548,3806.6484,3016.0752,5572.603,2953.8572,3426.7311,3168.0532,1871.0996,5388.9196,2848.732,4199.2148,4800.984,4020.8577,2524.3028,2825.105,3589.5164,2876.4282,3624.0124,2775.521,4428.0422,1300.9868,3539.031,3073.4718,1753.6424,1535.1759,2072.1963,2011.0159,1189.0664,5137.2657,5900.33,3714.451,5686.0737,3373.6857,2175.279,2697.0178,4509.5523,3065.8809,3248.872,3462.3288,3836.7899,3172.5579,4586.8263,3631.4623,3131.35,4480.2432,13479.1422,5565.6241,4548.34,3135.2234,2765.5301,2156.1255,4521.2481,5262.8439,4771.3463,4066.7157,8630.8,5409.3423,4980.3922,3855.4656,3122.0563,4729.0168,1794.5677,2783.755,2231.9,2226.0673,2898.4898,3618.033,1700.9174,7506.2787,10388.5326,5180.8371,2531.7196,3670.2636,3762.9702,3580.2681,2700.9423,2099.2035,3670.3864,8760.4755,4654.1806,2453.0277,3598.0117
NDN,139.55,237.7358,119.7234,47.6204,36.8902,118.9365,194.709,169.3227,104.5278,58.9843,79.0085,235.3216,233.1263,65.8494,786.3467,264.98,689.5161,374.4161,174.9934,744.8385,589.9428,141.0718,534.7022,302.9158,453.8524,135.8112,836.2037,184.4652,981.2754,592.3506,706.3374,333.0671,176.936,31.6968,410.7363,75.7535,738.0696,612.8628,41.1734,33.5053,172.1139,265.4563,141.8248,480.8844,252.8656,50.388,509.3919,586.448,47.2689,207.9529,33.2889,86.4615,120.8185,138.4957,1377.943,90.9829,57.8091,47.9906,63.7779,695.7576,48.8967,447.4843,49.9008,152.473,87.4985,223.0384,304.8802,220.8883,151.8027,46.7415,786.2808,597.8261,103.4768,115.3613,210.0696,84.5115,59.8385,141.497,46.765,88.5727,248.0258,78.1569,104.2406,25.0712,325.5655,524.403,72.7548,439.4179,515.6069,172.9019,307.0306,408.6826,745.3799,234.9727,138.4029,580.3795,37.6095,437.2839,762.1844,612.6615,364.8046,566.349,723.9578,639.3308,452.577,254.1705,64.9113,697.1882,332.8942,471.4365,157.1322,163.0695,403.3814,752.2131,540.2214,358.8379,197.6096,601.8908,523.8095,359.2899,392.6041,536.7977,47.5919,508.2237,491.5882,131.5869,1344.3709,781.8258,277.2219,674.8266,101.2281,474.0904,697.6259,303.3959,362.7853,97.2079,93.6337,148.7944,80.9233,187.0656,1390.7237,171.7221,403.9675,34.4768,17.5035,255.1699,447.5126,122.0669,64.3361,30.4005,71.5067,80.2707,209.7151,334.6614,62.11,602.1922,823.1532,17.3402,54.8,35.3411,85.2744,1382.5911,327.9786,30.056,812.1653,66.6861,1309.8126,597.9948,68.2863,53.7654,305.6881,293.2108,33.9495,945.7162,599.7684,95.9962,2056.096,242.0076,881.1637,26.7922,1191.5422,314.7116,66.5552,102.9994,376.9181
NEFM,0,1.2579,2.2489,0.8071,0,0.8681,1.4109,76.1653,4.3829,4.3078,3.4857,1.5456,2.8986,2.2417,4.2955,1955.4221,8.7688,4.1228,0,777.7971,465.2913,5.8554,18.706,4357.963,3.8116,3.2145,40.0037,27.2078,7.9602,5.4444,1.5591,52.0088,59.0107,0.2297,0.5199,0.8576,16.4916,0.7714,2.4704,0.5361,6.6795,3.1158,2.71,9.3498,3.1261,1181.8039,109.7534,14.553,0,20.3093,1.5899,2.1538,0.6041,24.4241,4.9705,6.4988,0.4858,2.4503,0.8737,224.7061,0.2508,5.8899,0.8506,1.2207,1.0517,22.4407,5.5496,3.5917,2.8463,1.9204,837.91,13.5624,15.3146,1.5179,2.2834,3.1417,1.4684,7.5509,19.8873,0.7114,10.9871,0.2916,3.0175,0,163.2602,10.3043,0.6063,30.348,41.6185,3.3704,5.7426,6.5868,3.1366,5.0091,143.2144,136.3731,0,38.4606,1.8885,1.2757,14.2751,12.8005,43.6422,772.7482,9.4541,1188.3621,0.6105,13.4932,5.2964,2.7732,25.6315,11.6264,8.8513,1060.7528,87.3604,51.7357,3.9228,590.1366,68.7302,106.4932,258.2325,35.8085,1039.5611,123.9104,28.0451,122.8967,10.3179,109.0159,9.7843,650.7222,20.9576,159.3109,4.1324,24.0701,8.1919,3.1767,19.2931,37.3509,1.8462,3.9287,16.0296,39.1389,90.1713,2.0895,37.135,8.4934,0.743,2.9179,4.7004,0,2.0394,1.4001,2.3354,4.8157,23.5513,136.0376,213.0508,5.4195,17.072,0.6146,0.2632,0.4049,56.4793,0.6395,4.5907,9.6927,6.2477,0.9702,1713.6967,8.5374,317.5486,5.3088,1.5089,12.7534,6.0003,4.2927,442.5908,3.4376,1837.6324,243.0051,362.3931,9.0132,1.796,0.283,16.1055
NF1,4863.7105,2046.1216,3494.1776,2778.5289,3653.3537,2687.3576,3289.2416,2667.3307,2788.8146,1895.4519,4436.8706,3226.8815,3129.6066,1883.8529,4852.5835,2903.0626,1490.8602,3513.2341,2642.7029,1876.5188,3525.8887,2045.2463,1498.0216,4668.5832,3008.9845,366.8508,3097.838,4273.9325,1316.6893,2596.9784,2464.1476,1499.2013,2854.7075,2524.4904,4192.6301,3387.1826,3304.2759,1825.0892,354.0916,4155.7328,6322.4389,2531.894,4541.1021,4367.1175,4962.487,1059.7602,1327.7054,2028.3784,4358.5434,4545.5081,6628.7617,4000,2906.5922,3663.8912,4560.2974,4198.4628,4970.3668,2639.8751,2459.6728,4440.303,4156.2187,2947.1698,2220.8676,3188.3709,3411.1793,3060.1002,3741.8057,2745.8393,3942.7577,4812.5,1790.0556,1951.2623,2978.4768,1662.1129,2107.5465,3595.3503,1217.6946,2245.568,3678.3417,3841.3517,4102.2972,3709.2447,1831.6171,2845.812,2275.0121,3220.7756,2416.3698,3951.5976,1382.659,4093.0233,4623.0844,4250,2361.3963,2657.1038,2485.0323,1916.2191,2556.9294,3233.4486,2827.3564,1894.1158,3623.3807,2869.2931,2437.6967,2434.9973,3133.2723,4049.1356,3236.8143,2921.0526,3238.7645,3504.1597,2009.6582,4866.5068,3268.4237,3575.0904,5341.8614,4099.6063,7842.5988,2431.7227,4401.6242,2084.7249,1967.2558,2101.2925,4439.7264,1936.6776,3052.4899,2852.4541,2155.4084,2770.1005,4147.9505,1339.0453,2529.7327,3669.2393,3406.2328,3148.3103,3009.6548,3543.9584,4676.1058,2496.5102,5232.6315,3416.7422,3662.5158,821.4286,1595.1307,2337.4543,2409.4887,1270.3102,3135.3125,3550.152,4409.5182,5605.0862,4469.5367,1996.0331,1693.134,3670.5677,8682.318,5090.7464,4027.8222,2051.4328,3138.4,4500.9219,4092.907,3499.5951,4928.1295,2040.2878,5352.7161,1972.6665,3754.1345,2646.5071,1873.1451,2465.6732,1918.1651,3444.6146,3476.0468,2054.6109,5021.0446,2419.2464,2108.3009,2601.2375,2762.7847,3213.6133,2081.2594,4299.6821,2621.0702,439.7284,2406.1667
NFE2L2,1863.3388,3403.6184,2760.7642,3968.4374,7271.6524,3518.9495,3526.9735,3929.4157,5550.7502,5353.472,3716.189,2902.3077,3097.0766,5293.2119,4308.2968,25333.8162,3660.6559,9575.5421,17233.4381,6243.4061,10813.8103,4733.8745,2679.7776,3582.2554,4828.2739,3052.0944,4305.4855,13192.5108,5364.4758,2828.3599,8740.8301,15954.0895,8976.6867,3789.7054,21666.3547,4107.2498,4035.2957,3581.6257,4018.0751,3150.2861,2953.3864,4170.9764,1876.9768,4229.0659,3517.3915,5278.1175,15737.7453,2762.7836,2960.3116,10409.8056,3151.2197,7667.6923,3404.2951,3214.0411,2819.1147,3933.4975,3298.0228,3282.657,3522.6412,7737.1394,2672.4574,3473.4591,3227.8424,6568.2804,3532.0618,1646.9015,4190.3125,2763.8381,3016.5338,2449.797,6130.411,10835.3015,4285.1435,4742.3953,4645.6399,13368.9067,4887.8965,3389.2777,3523.0819,4006.1254,3048.0653,3579.093,2190.1225,1860.5265,9330.8327,4514.4858,2845.9235,2020.5283,4452.0231,3158.6316,4052.5932,7142.5539,3146.6581,4401.3843,8334.226,6014.8299,3602.8465,9912.1858,2584.2413,3556.6672,7179.4217,2966.0105,14564.5134,13533.571,9658.158,7886.6394,1984.4111,4471.7592,4067.7792,2028.2862,5462.4554,8090.2662,4025.5435,8306.1412,4428.7659,17131.3738,4856.1447,4743.8498,7571.3843,4796.3579,3648.6536,16999.8971,13199.6124,3105.2632,10329.4078,5001.2045,2308.4989,8557.7889,6900.3691,6381.7544,3810.3403,8038.7762,5789.0029,10375.0244,6308.6483,3621.0608,6591.511,4753.3852,2098.2218,4344.2097,2504.4685,6120.6605,2719.5672,3167.571,6326.9968,6673.4601,8893.6384,2558.169,2995.1087,2492.5928,3418.5735,2432.3883,3869.659,18109.5916,2241.3284,16449.1298,19497.7678,5896.2528,5216,3412.7136,3290.8277,3005.668,5480.9425,2713.8769,11928.6113,8442.3805,6319.0665,19810.6242,9438.9442,3826.2351,9217.9156,3002.4216,3131.0826,9960.739,2680.6656,5622.933,4955.094,3593.3654,17555.4259,14007.4403,3706.5176,2994.5151,26226.5686,5542.6655,2693.7713
NFIA,1849.3642,901.0482,1588.4279,929.0012,2756.4024,1302.6587,1282.5397,2122.51,1617.9222,747.2455,1828.0403,1481.4829,2623.6025,650.9282,212.0908,865.779,1536.5591,3990.5337,4580.8871,2104.1193,2567.1274,799.8005,1555.7694,1893.7166,1045.4669,458.4631,2750.458,3557.5437,1004.0706,2328.5695,2078.8456,803.9137,786.4489,2681.3666,2358.8744,1613.9787,1776.1972,1052.1647,622.9542,963.8813,943.6968,2303.7291,2025.8958,4117.4011,2576.9364,1228.6607,3955.1817,783.8973,1782.563,1079.5287,2531.8242,1519.6923,1743.7137,731.335,752.6146,977.5667,1564.4887,1821.6933,1554.8417,2795.7576,1639.9198,1483.0189,462.7162,1048.0607,1947.6828,1279.4658,2146.9946,1592.91,1679.9494,2920.1389,4568.5135,3490.1823,1620.0331,1350.9411,846.2153,767.8291,1357.5624,3215.3644,703.9046,1799.5554,2221.1055,2367.7457,1327.4218,1470.0855,3850.7489,2258.8596,1642.1372,1202.1512,1772.2543,1456.3532,2660.9316,2222.7545,3242.2998,1650.7286,2099.0592,1525.2417,1820.4534,2788.8592,2047.7777,1671.5037,3453.6221,1263.8316,2200.7199,1003.5656,2831.656,1667.2733,937.8561,13495.3136,1627.2874,1476.9828,947.2511,920.1254,1139.7315,1083.5194,3167.1997,2306.4808,3337.0518,3277.8361,1859.3577,981.8949,1922.9453,1281.9836,729.5526,1793.1743,956.2584,686.2391,954.9669,723.1993,770.5878,754.794,1691.3319,3646.086,8103.2802,1134.2642,838.7946,1743.7063,2091.3601,1444.797,757.5408,977.0323,1094.7482,1525.4403,1213.706,1703.9875,2274.0673,1725.2585,1760.0842,787.5988,1357.2268,810.874,1510.0328,2023.5678,1234.9369,1453.4363,1375.9287,703.3033,629.677,1099.1918,70.4,2212.0467,1193.5781,6662.753,1343.5232,1884.2526,772.7621,2145.1972,1239.6178,836.6753,1869.9934,970.5164,505.6881,1947.5242,1231.6107,1618.051,1467.6899,1463.058,1305.4475,2718.46,2381.1179,794.3519,1388.2134,3090.7838,1364.5485,1301.9242,1121.8212
NKD2,44.9951,103.9832,187.7729,772.8225,10.6707,4.7748,15.5203,55.7769,199.115,81.5177,86.3672,122.4909,362.7329,28.8616,1338.3197,368.0426,368.8172,318.6149,179.9174,420.0336,750.1536,10.0344,161.6939,313.1006,98.557,46.2079,102.9681,64.4164,159.204,81.666,324.0107,162.9393,199.7664,0.2297,682.1343,63.7473,75.428,183.9745,57.6428,781.6123,533.1869,47.105,78.5908,244.2206,116.3598,85.458,22.594,94.0047,4.5518,194.109,2.6631,19.6923,133.5045,8.8815,95.1673,187.7148,203.7892,1017.1674,34.3644,268.7879,20.3109,575.1572,300.2552,57.5329,31.9706,13.0217,27.4011,79.4659,288.7413,156.7842,174.7923,100.6311,8.2781,41.5908,117.8217,152.6861,2511.3803,46.2902,151.2271,4.6243,290.7394,106.1534,304.7666,9.1168,31.57,69.6233,326.1842,51.8823,57.8035,230.5359,304.1877,75.1497,65.1951,262.2951,37.0111,210.8844,6.9552,421.6294,54.8935,344.1237,164.9912,136.2537,203.4774,512.3423,24.0927,316.9548,37.6445,272.8911,186.7955,105.9346,96.211,183.238,57.2849,345.7778,282.7388,517.8248,99.05,202.7311,105.574,277.3774,32.2554,512.5297,121.1171,22.6151,532.638,97.2599,204.415,443.0486,542.8804,397.7968,103.6498,56.7806,239.6798,253.4909,210.3569,50.51,65.5229,191.6244,24.9232,17.2257,98.8991,81.7025,152.3895,249.347,70.9351,27.3264,700.1207,975.8055,1.4689,42.9699,250.6385,37.8019,164.8762,356.0757,237.4443,394.3032,392.0691,128.1411,29.2,358.0209,48.9538,2635.6275,43.501,45.0839,265.1109,19.7732,92.613,137.1281,42.0223,457.8618,885.5046,140.0715,345.53,114.7809,336.817,45.0498,219.1958,380.8869,436.5566,570.239,163.337,409.3505,670.5686,947.9344,32.8507
NOTCH1,6994.1311,3143.3962,1832.6055,2816.0602,726.8293,4023.44,2141.7989,4656.7065,8781.5429,1395.0791,976.7622,2876.7972,5332.5052,3850.9282,9954.3065,3913.1824,1362.3656,2870.2746,6319.0788,3714.7091,3686.0995,1963.2003,2922.4682,3126.078,3468.5543,2728.2772,1571.638,4696.218,6199.5477,4749.1493,1634.9301,4984.4249,12938.5568,1003.5027,3624.0983,1975.3086,3133.9012,5403.5291,6950.0772,12320.0429,3645.5186,2359.1757,4018.0668,3626.899,2026.3981,2976.5192,4899.6108,3434.9096,1584.3838,5306.9219,2157.3901,3927.6923,2251.7556,2155.426,1673.1599,3370.3681,2322.0792,4296.9177,1609.5917,6585.7576,2007.2718,3356.2893,8150.5529,1316.2558,2279.7985,8052.4207,3392.8757,1891.0195,3720.4301,7371.2607,3955.8863,2903.5764,3638.521,6061.9308,4943.9434,5423.814,7114.1703,3360.8011,4649.475,833.7928,4407.7531,3383.7854,2825.7433,4045.584,4765.0946,2558.7969,3347.0254,1302.4359,2279.7688,2498.8204,4963.0924,2441.018,3440.9651,2145.2641,6600.1089,3729.6813,1562.8542,3447.6551,10213.3619,3688.407,8256.8142,9562.5089,3148.0066,2135.4909,1819.1522,4484.0764,28788.8654,4977.2891,6832.6746,5214.6423,2643.3878,15997.0485,3988.4635,6326.5338,6879.2128,4097.0523,4329.7579,12887.0798,6258.3979,3157.3211,3353.9138,4610.393,6372.4708,9534.1283,6039.7039,3111.7133,2726.2693,3677.9732,5177.3775,3966.1363,4053.9657,4486.2183,6507.0429,7072.2961,9511.1176,5778.4692,5769.5329,2737.6269,3214.4714,1618.0115,2576.0693,3879.1585,4171.3255,617.0991,2929.9862,4990.7681,9356.6542,2838.4195,5359.2832,6864.9518,2887.6323,2514.059,4275.1051,5769.4223,5050.2229,11893.8185,11726.575,2043.4974,6819.6,8297.1727,3791.0251,7229.5547,3525.1445,1513.6691,4293.42,1129.7858,2820.6542,3758.4088,2581.2213,1793.4348,2510.4587,5232.4655,2419.8416,8194.2446,5392.7137,5467.3035,3952.9831,2151.5985,1920.7758,7898.6242,3617.3549,2861.6978,8139.7993,3220.996,1378.8632
