gene_id,TCGA-2H-A9GF,TCGA-2H-A9GG,TCGA-2H-A9GH,TCGA-2H-A9GI,TCGA-2H-A9GJ,TCGA-2H-A9GK,TCGA-2H-A9GL,TCGA-2H-A9GM,TCGA-2H-A9GN,TCGA-2H-A9GO,TCGA-2H-A9GQ,TCGA-2H-A9GR,TCGA-IC-A6RE,TCGA-IC-A6RF,TCGA-IG-A3I8,TCGA-IG-A3QL,TCGA-IG-A3Y9,TCGA-IG-A3YA,TCGA-IG-A3YB,TCGA-IG-A3YC,TCGA-IG-A4P3,TCGA-IG-A4QS,TCGA-IG-A4QT,TCGA-IG-A50L,TCGA-IG-A51D,TCGA-IG-A5B8,TCGA-IG-A5S3,TCGA-IG-A625,TCGA-IG-A6QS,TCGA-IG-A7DP,TCGA-IG-A8O2,TCGA-IG-A97H,TCGA-IG-A97I,TCGA-JY-A6F8,TCGA-JY-A6FA,TCGA-JY-A6FB,TCGA-JY-A6FD,TCGA-JY-A6FE,TCGA-JY-A6FG,TCGA-JY-A6FH,TCGA-JY-A938,TCGA-JY-A939,TCGA-JY-A93C,TCGA-JY-A93D,TCGA-JY-A93E,TCGA-JY-A93F,TCGA-KH-A6WC,TCGA-L5-A43C,TCGA-L5-A43E,TCGA-L5-A43H,TCGA-L5-A43I,TCGA-L5-A43J,TCGA-L5-A43M,TCGA-L5-A4OE,TCGA-L5-A4OF,TCGA-L5-A4OG,TCGA-L5-A4OH,TCGA-L5-A4OI,TCGA-L5-A4OJ,TCGA-L5-A4OM,TCGA-L5-A4ON,TCGA-L5-A4OO,TCGA-L5-A4OP,TCGA-L5-A4OQ,TCGA-L5-A4OR,TCGA-L5-A4OS,TCGA-L5-A4OT,TCGA-L5-A4OU,TCGA-L5-A4OW,TCGA-L5-A4OX,TCGA-L5-A88S,TCGA-L5-A88T,TCGA-L5-A88V,TCGA-L5-A88W,TCGA-L5-A88Y,TCGA-L5-A88Z,TCGA-L5-A891,TCGA-L5-A893,TCGA-L5-A8NE,TCGA-L5-A8NF,TCGA-L5-A8NG,TCGA-L5-A8NH,TCGA-L5-A8NI,TCGA-L5-A8NJ,TCGA-L5-A8NK,TCGA-L5-A8NL,TCGA-L5-A8NM,TCGA-L5-A8NN,TCGA-L5-A8NQ,TCGA-L5-A8NR,TCGA-L5-A8NS,TCGA-L5-A8NT,TCGA-L5-A8NU,TCGA-L5-A8NV,TCGA-L5-A8NW,TCGA-L7-A56G,TCGA-L7-A6VZ,TCGA-LN-A49K,TCGA-LN-A49L,TCGA-LN-A49M,TCGA-LN-A49N,TCGA-LN-A49O,TCGA-LN-A49P,TCGA-LN-A49R,TCGA-LN-A49S,TCGA-LN-A49U,TCGA-LN-A49V,TCGA-LN-A49W,TCGA-LN-A49X,TCGA-LN-A49Y,TCGA-LN-A4A1,TCGA-LN-A4A2,TCGA-LN-A4A3,TCGA-LN-A4A4,TCGA-LN-A4A5,TCGA-LN-A4A6,TCGA-LN-A4A8,TCGA-LN-A4A9,TCGA-LN-A4MQ,TCGA-LN-A4MR,TCGA-LN-A5U5,TCGA-LN-A5U6,TCGA-LN-A5U7,TCGA-LN-A7HV,TCGA-LN-A7HW,TCGA-LN-A7HX,TCGA-LN-A7HY,TCGA-LN-A7HZ,TCGA-LN-A8HZ,TCGA-LN-A8I0,TCGA-LN-A8I1,TCGA-LN-A9FO,TCGA-LN-A9FP,TCGA-LN-A9FQ,TCGA-LN-A9FR,TCGA-M9-A5M8,TCGA-Q9-A6FU,TCGA-Q9-A6FW,TCGA-R6-A6DN,TCGA-R6-A6DQ,TCGA-R6-A6KZ,TCGA-R6-A6L4,TCGA-R6-A6L6,TCGA-R6-A6XG,TCGA-R6-A6XQ,TCGA-R6-A6Y0,TCGA-R6-A6Y2,TCGA-R6-A8W5,TCGA-R6-A8W8,TCGA-R6-A8WC,TCGA-R6-A8WG,TCGA-RE-A7BO,TCGA-S8-A6BV,TCGA-S8-A6BW,TCGA-V5-A7RB,TCGA-V5-A7RC,TCGA-V5-A7RC,TCGA-V5-A7RE,TCGA-V5-AASV,TCGA-V5-AASW,TCGA-V5-AASX,TCGA-VR-A8EO,TCGA-VR-A8EP,TCGA-VR-A8EQ,TCGA-VR-A8ER,TCGA-VR-A8ET,TCGA-VR-A8EU,TCGA-VR-A8EW,TCGA-VR-A8EX,TCGA-VR-A8EY,TCGA-VR-A8EZ,TCGA-VR-A8Q7,TCGA-VR-AA4D,TCGA-VR-AA4G,TCGA-VR-AA7B,TCGA-VR-AA7D,TCGA-VR-AA7I,TCGA-X8-AAAR,TCGA-XP-A8T6,TCGA-XP-A8T8,TCGA-Z6-A8JD,TCGA-Z6-A8JE,TCGA-Z6-A9VB,TCGA-Z6-AAPN,TCGA-ZR-A9CJ
TNFRSF9,20.2152,23.0608,9.0975,8.4748,4.878,92.0239,50.4409,35.8566,83.1403,3.6451,1.9365,30.1397,52.588,26.0595,7.2487,10.1198,39.7849,106.8693,43.1802,135.1378,83.0259,9.4441,441.4501,34.1684,24.2309,9.2416,17.5889,12.6881,39.4392,92.5548,28.2654,76.6773,14.1188,0.9187,9.6185,9.4335,39.3681,49.3684,3.2939,1.0722,79.8315,57.4092,13.8512,75.911,53.4908,5.6435,6.5728,146.317,14.0056,35.9352,2.6631,59.3846,13.29,73.2723,29.938,33.4937,11.9019,30.8233,15.1436,31.2121,11.5346,33.6478,10.4905,72.627,30.2879,67.4457,40.9282,38.6106,24.9842,26.9765,3.9855,10.5189,0.8278,45.5373,32.8805,12.8809,4.7724,57.7807,13.9688,13.8728,57.7889,37.3287,63.9159,5.0142,20.9151,23.9504,60.629,16.1341,11.5607,43.4783,71.6405,52.994,96.5092,22.3133,19.9051,33.6556,8.5008,38.8755,41.1137,21.3682,54.3061,125.16,112.2848,86.6703,15.8585,27.6008,8.7498,138.7888,55.9215,3.3278,21.9168,18.6927,5.1716,26.172,200.41,16.3882,452.5896,91.9118,2.584,36.5618,14.0099,25.8507,12.8242,2.8783,34.3203,21.9813,17.66,62.8141,3.8544,11.8319,39.7163,143.3297,29.3025,15.2028,76.0679,13.3423,33.2782,24.4289,14.4616,23.8743,66.775,2.4462,30.6583,5.572,41.4556,32.127,71.82,49.1185,28.4959,53.4931,99.2339,8.4004,8.8744,86.9024,19.6137,5.667,10.873,24.3938,46,25.1998,72.6411,41.2955,7.198,70.6635,26.0138,10.4682,22.7857,8.4088,25.2134,10.6161,20.9174,39.612,4.9038,78.4827,58.0002,104.4873,105.0584,50.8766,4.3912,11.2238,52.4254,53.3282,10.0334,90.8319,15.2727
TOP2A,29642.9736,3307.3375,8877.7293,38534.9869,6248.7805,2064.026,13467.0194,7367.8619,16864.2253,5284.732,4717.6607,2914.2786,17057.1429,1578.704,9295.2143,6133.4221,3265.8602,5626.4558,1436.3092,3371.7277,5220.6184,4750.992,2428.4034,7172.731,5952.8995,1129.8845,10115.4269,5193.9813,5852.9172,1557.6426,2509.0747,3422.1246,5824.168,2898.4209,6446.2208,44479.8914,4675.213,6320.702,356.9738,6693.8283,23964.8448,2843.9647,4695.8747,5091.192,4255.297,3032.5506,1345.3698,2517.2817,2679.2717,4372.6068,7979.7603,4371.6923,1086.1587,2922.287,2493.3829,4758.3578,3539.7134,4530.238,5491.8909,9370.6061,3411.986,2894.6541,3592.5716,8688.9944,5794.041,9675.1252,5609.5869,4675.9182,7470.9045,14528.5791,2361.6892,2544.1795,4986.755,2399.2107,1615.7096,2459.6293,5705.58,3728.8247,5502.7846,5212.9835,25370.4235,6761.7381,14503.1598,3732.8775,4046.4829,5046.578,5449.0337,8471.6862,1335.2601,4544.3209,4833.4572,4511.6766,1486.653,2872.4954,3679.3406,4602.9359,5083.7197,5265.9318,50325.6339,4616.1697,6844.4398,8255.7246,4420.6709,5535.9298,6096.9808,11491.3558,26792.6909,6067.7722,10021.0804,7483.0837,1693.5364,13380.3111,5450.0249,5276.5761,9226.7323,12379.27,16165.2467,2212.1849,8981.543,2306.5565,8942.9014,6035.0831,9190.0826,4956.0033,2859.6904,6233.9657,2832.6711,8260.0503,6371.0622,2596.4912,3083.3388,9295.4796,3153.4044,4500.3718,5219.134,26003.4293,7901.6122,2102.4746,10721.5715,6889.3926,9351.3806,4432.4853,11028.8548,6953.1604,6845.6932,1911.743,3766.0898,11140.9119,5308.4606,83626.425,8733.309,3879.1273,2238.6735,5865.5378,6309.0639,5784.5053,6338.9831,12489.0522,7181.6,19725.2612,4931.4383,11694.332,4238.0599,1873.3813,6596.7865,1726.8586,5465.2701,4532.0181,4072.4885,2780.0465,6904.2202,7469.5253,68679.3663,6950.9483,5105.0538,7110.7966,5179.6368,4037.4699,4766.2611,7754.8878,8648.9844,13075.1797,8063.2107,3514.9972,3002.0892
TP53,2154.2224,1672.956,339.5197,1159.0319,2245.4268,573.4129,547.7954,2539.5086,265.6875,2606.5777,2501.9365,2618.6775,2893.1677,1771.2084,4038.3159,5414.6471,4352.4194,1686.9901,600.356,761.0392,1879.1389,462.1725,1647.3104,2219.9589,331.3368,542.8428,4062.2939,583.9772,2088.4668,2175.5819,5722.404,192.0927,2689.7875,270.801,208.4877,3063.3006,236.2088,286.1826,1530.4169,2214.5681,1802.8014,945.0442,2842.5173,1310.0665,443.9041,759.8509,1453.4102,2000.8456,1078.7815,358.7629,1164.3142,1890.7692,1070.4523,721.8984,1204.8575,442.1671,2387.418,2802.9653,343.9348,290,1358.0742,1124.8428,966.2603,1451.2283,825.9774,517.5292,1056.1548,1631.0716,321.6319,232.906,696.8919,2243.6886,2054.6358,1094.4141,2043.6123,3259.1894,694.1997,1871.6349,1817.4585,1626.6785,2259.1529,3091.2803,3357.919,1937.7778,2185.0337,1701.0374,2121.4096,161.6577,1475.1445,325.9184,931.3261,1513.7725,951.232,822.4044,1159.7854,1217.329,2736.7336,348.8357,395.3239,893.9563,834.6979,2634.6181,522.0312,662.3697,900.5794,333.03,8199.9837,2105.9841,3455.7166,2978.924,1447.2511,2092.3569,230.3332,693.0952,4698.319,2494.6259,3827.1529,932.2479,2960.8712,1071.8931,298.4442,308.6257,3176.6885,1530.4276,3739.5693,1802.168,453.8631,4130.2345,420.7249,1907.7927,4290.8103,366.5932,625.1209,1337.5196,1896.4307,1656.9816,1556.0149,975.2538,3162.779,521.6077,1836.8526,1374.7554,856.6276,1775.3787,2631.5062,1211.226,2421.5708,1840.2432,1589.3067,253.4347,1273.6228,129.2731,1480.1495,1827.6892,2366.1218,1459.1007,1123.1212,326.5246,1945.2,2253.5341,2031.8463,4738.0567,1567.6002,228.2974,1828.2326,1572.1625,959.2062,1817.2704,787.3933,3045.7913,2651.0092,4771.8224,1112.0332,441.792,2446.9302,3618.8455,3390.4021,574.768,277.7422,189.3555,3817.9656,1854.4703,4444.1472,2161.0074,2035.0119
TPX2,3615.5853,1910.2725,4004.0029,2562.6228,2788.1098,1368.204,4667.7249,3018.5923,3810.5968,5618.4243,3220.3718,2000.0406,4079.5031,1329.0368,3297.609,3222.3702,2676.8817,2296.5685,617.4009,2375.9755,2092.3361,2369.2983,1301.679,3085.6674,7167.9826,1483.0738,4360.5716,1242.4563,2757.8471,1032.2581,2515.9179,3323.4824,3927.1378,2871.5475,3891.3368,2352.0752,3126.9539,4991.2255,421.6161,5065.4694,3819.0973,1614.8184,2324.9021,2561.3965,1745.7451,3070.0393,888.1494,1270.4406,1002.8011,2263.3284,1809.3209,3295.6923,567.5451,1870.1082,1466.3693,2582.7657,2592.4217,1918.0648,2489.9601,3039.697,1361.334,1558.805,1137.5106,2647.8245,2938.7716,4686.1436,2571.5376,1988.8927,4228.969,3157.3184,2103.7708,1112.202,3908.3885,2583.7887,1313.3919,1426.9557,4089.9413,2037.0978,2159.0861,2511.3384,1955.4917,3334.7915,2714.9191,3809.9145,1961.68,2341.0151,2287.23,4654.5397,1858.9595,3244.6916,1375.9518,1451.7964,755.6468,1731.7851,2036.5446,1771.9298,5954.1473,2478.6381,6949.1162,2757.7739,2640.2736,3672.5928,4186.796,1629.7312,2513.5712,3037.6099,7708.7742,2054.0735,5678.8172,2249.584,2327.266,4936.1126,4277.6728,1588.4843,2950.3895,6433.9683,3986.5155,637.0798,3261.7202,1013.8864,3029.0788,4091.2688,5148.7603,3225.3289,2599.2598,4291.4785,2015.894,3766.3317,4863.0939,1396.1648,2139.3508,5364.9394,1231.0825,2144.5922,3757.4605,2857.785,2482.6375,717.3223,4644.9374,2796.6153,3909.0417,2931.5068,3340.8476,2208.95,5545.3708,1755.9084,3365.6317,3452.8875,3053.1727,3174.5104,5573.5133,4047.1357,1328.3512,2224.1036,5696.5825,2428.4543,2624.2405,4955.7678,2036,4805.4702,2785.1033,5131.5789,3167.122,2968.5052,2426.5493,1753.9983,3264.2411,3504.8512,2577.5443,3007.7789,3624.5872,7191.4242,4198.7929,2951.6024,3598.3502,4740.138,3413.7484,982.1244,1960.6623,3606.4446,5828.9204,5115.3786,4070.903,4496.6044,3656.7971
TRAF2,469.5142,447.3795,314.4105,382.981,274.0854,646.3375,417.6367,430.9429,631.083,488.4434,242.835,654.5728,679.9172,316.6375,466.0628,418.9081,265.0538,286.7285,483.315,314.5313,459.7716,483.4218,622.3933,448.7885,523.5502,320.6429,787.4679,294.1033,1241.0674,782.3601,355.8465,630.5911,466.5222,793.1094,426.3339,542.5667,438.6734,658.76,321.5646,939.4894,748.1461,414.6222,551.0388,449.2834,392.8447,345.0569,403.4055,624.9939,341.3866,378.2032,570.1731,341.5385,408.9708,637.8018,350.7311,364.4317,524.411,529.4577,640.109,402.7273,336.2588,567.2956,448.2563,479.2947,668.0174,853.7563,449.1693,675.6848,603.0993,524.5726,290.941,316.9705,639.0728,359.1378,589.565,203.2674,682.0852,483.9133,639.8304,325.8337,338.1192,508.0198,431.2269,558.4046,363.8441,517.1622,370.4433,330.5916,501.7341,670.3741,492.9546,334.4311,366.5298,392.9872,369.4892,486.2155,893.3539,384.8412,562.2635,247.8074,408.3325,673.8728,531.3366,586.9446,251.6011,218.987,616.9624,698.9906,368.0281,181.919,322.0654,586.3617,449.5276,317.7584,363.7556,292.4338,1138.339,306.1975,278.7006,268.2369,578.3172,481.6671,221.1456,700.2467,252.6918,278.5306,379.2494,452.2613,239.2706,686.6585,363.7429,387.5413,195.3503,242.5845,337.3318,411.3863,231.5006,485.4061,1340.6195,419.7643,455.8744,423.1898,605.0496,268.1525,451.4049,611.8907,465.3438,614.4681,585.7814,768.4887,417.3659,814.8407,509.1079,334.1633,468.0535,300.6487,310.5213,430.5658,570.4,876.7671,624.2927,627.9352,206.8644,869.0647,418.8982,221.3822,275.634,333.7646,306.763,670.1837,355.5963,1450.1276,515.6545,551.9948,181.5431,754.0539,342.0882,461.3269,319.4584,484.7936,266.3697,276.4055,853.1773,935.4839,547.511
TRPC6,44.343,109.0147,106.623,87.9767,39.3293,427.1297,189.0653,226.7596,115.6735,92.453,53.0596,94.2832,82.8157,49.317,26.0415,38.0826,189.2473,148.4711,83.709,75.8668,60.9135,70.831,44.4872,56.5092,99.9183,4.4199,198.2411,109.6381,47.7612,152.9876,14.2815,41.9329,42.6569,72.3514,42.8934,150.0777,56.2402,63.2533,16.4694,7.5052,85.3245,76.5456,129.7802,379.2117,199.7221,41.5197,29.1668,357.1393,91.3866,85.1252,28.7617,89.5385,91.8221,81.5987,204.2131,155.9708,59.7522,32.3839,157.5519,40.6061,142.678,162.8931,109.1579,349.5723,119.0484,402.6711,238.9789,92.9347,111.0057,71.8483,218.6327,45.9327,64.2936,153.309,263.0437,63.4621,44.0529,62.3769,56.1788,59.4042,131.7301,94.1966,188.7304,23.2479,78.5303,551.4168,18.1887,90.4777,61.2717,22.2447,133.0466,221.2575,457.9055,156.6485,103.2579,95.2381,64.915,108.7992,67.9957,107.7978,319.8259,159.0101,141.7518,216.9501,37.2065,40.643,36.8305,130.4975,183.5749,112.0355,62.0357,84.8552,68.0259,84.9819,265.6827,39.5871,68.1581,212.1849,53.8944,329.4076,47.2428,18.7286,64.4058,21.3816,97.9139,68.0518,74.6137,33.9196,84.2043,39.9837,41.1693,90.9592,306.9254,60.8114,133.1188,71.7941,161.637,109.4543,42.154,234.8141,194.1888,45.0098,157.7998,46.6655,10.5942,87.1492,182.2741,200.3647,109.8707,180.6489,74.0606,76.0705,171.8823,92.3805,75.4829,141.973,159.5779,36.7377,24.4,40.8728,130.5435,23.4818,59.4618,19.1847,38.2555,17.8346,59.9044,22.6391,15.2331,33.2181,53.578,27.7693,21.8785,110.8568,79.3276,101.8928,118.677,118.5975,79.0413,28.9645,92.4263,94.6388,28.0936,25.7499,129.0973
TTK,332.2465,278.826,1217.2489,806.7217,414.3293,347.694,1349.9118,491.3679,1041.0611,1155.4966,835.7862,516.6256,627.3292,283.5727,500.6953,507.5899,511.0215,802.3915,112.4957,450.0642,682.5647,816.3277,202.3313,646.5708,949.0879,338.3225,796.2624,486.0512,811.2166,184.5651,341.565,430.5112,541.322,527.3615,950.9326,642.0468,862.7905,451.2583,56.4076,596.1268,927.584,458.7831,540.801,381.2726,232.3724,701.4008,229.6372,234.4219,207.6331,363.7703,538.7483,555.6923,163.4071,471.5515,298.9839,373.6799,344.1827,444.0109,876,894.2424,220.4112,162.8931,197.3348,637.6742,498.2787,681.1352,572.9943,448.511,826.3757,856.0363,356.4169,231.4165,683.4989,370.0668,124.6718,366.9494,1111.9677,531.5167,716.6587,436.4606,529.0739,512.3943,1636.5775,437.6068,407.6474,391.5617,585.0701,490.6675,245.0867,674.0816,275.7589,420.6587,173.5113,190.3461,411.4766,559.2553,1110.7676,451.1121,2175.4109,840.3763,642.3464,1523.5386,639.8993,541.9638,499.8475,1031.5438,1417.2636,500.3605,658.4687,917.9146,299.4056,620.0578,541.4222,500.3464,425.7483,1064.3822,898.3144,234.2437,850.1292,344.5245,1302.9242,825.1121,968.937,945.7237,472.4092,905.4502,358.4989,1136.9347,656.7341,448.7964,342.9161,933.2966,180.699,543.9974,325.9216,415.5161,940.2646,138.0076,624.0019,695.9807,418.336,710.3718,619.477,642.5213,604.3298,268.4638,423.2424,1250.0912,498.8249,1007.0155,713.6082,594.5631,264.3624,482.0717,1191.0847,281.8582,291.3335,867.0096,519.2,674.8617,447.9537,1163.9676,640.9354,386.8905,510.7116,357.4683,535.4649,507.762,500.0657,536.2839,876.3303,1960.5921,730.6677,914.6501,713.4279,969.3968,588.5214,268.8209,432.5313,644.0985,632.7417,719.931,884.6154,824.2784,675.7438
TUBB,20360.613,18625.9958,18843.1587,14950.382,21543.9024,10624.4167,17880.0705,11249.668,11089.2885,26787.8386,22130.9063,16902.584,16968.1159,15950.9632,24071.4988,40195.739,30576.0753,34545.4319,16386.8793,24274.6221,24133.8344,23295.1485,20198.9092,16876.5503,39698.067,31767.7549,21666.5445,13723.6275,30748.4396,18610.5894,38009.2234,26104.6326,33532.524,10761.2977,25685.8387,14095.5852,24267.9679,31967.9877,10645.8055,21183.4082,28483.7499,30184.0039,7099.3677,12940.9431,16222.2994,20759.4477,13959.8032,14772.1172,10064.4258,12769.3667,12306.7909,10980.3077,8951.144,11273.9384,13485.2045,9406.7362,13869.5652,12436.5977,19998.0197,28954.2424,16159.2277,10156.6006,5814.2898,17053.3546,11648.2371,29842.0701,10442.926,18517.8035,18174.5731,13083.3333,32359.9242,15808.5554,21463.5762,25815.422,12560.3379,15499.5287,38255.1395,24151.346,25199.966,15942.3744,13041.9957,20474.774,13946.5698,16540.6268,16500.0528,16402.7014,15440.3941,35774.7548,24534.104,13564.5433,8704.3168,17203.2934,15148.3573,15783.6976,10678.1743,25646.9746,22826.3782,17017.2852,39292.2573,24665.2846,12274.6399,19736.3106,19665.6581,20111.9035,22053.6749,25769.4874,33237.8317,17249.8198,36548.3824,26606.2119,25166.419,15889.0734,28544.6047,11451.6204,21754.1615,38472.4912,32670.3034,11771.5336,23986.711,14966.4264,16700.1711,21074.1229,28190.6754,46632.8125,38241.5882,28401.084,31040.1766,25824.9581,23672.0777,17017.9519,39277.9388,30168.688,14865.7812,23011.8153,28124.0492,26502.1757,32340.8433,10990.7995,18492.3646,18733.7564,19214.9432,10812.6223,25755.6357,25218.1787,21485.4906,13559.0842,23582.949,25129.7264,10017.0388,18317.1587,25017.5119,15389.5695,12454.9276,20735.8068,18263.2987,30735.6648,33117.0451,26260.1029,37302,15511.0633,16602.9741,68593.9271,21991.7818,18395.5236,20666.0291,13244.5478,35804.1161,16755.8215,28660.2758,23413.6218,30080.7339,24080.4492,19844.2097,29516.3506,34268.9868,31429.4475,21987.3541,13578.5493,21835.5137,28456.9153,43421.5929,35117.3878,20729.7659,13976.7968,25984.5832
TUSC3,79.5566,83.0189,34.5706,41.9705,27.1341,184.9159,110.0529,151.7264,658.7965,90.4648,88.6909,73.4173,93.1677,826.9002,1581.016,2777.8961,474.1935,1063.4614,997.3107,646.4487,415.1295,138.1205,131.7506,1393.0185,1096.6512,565.344,2509.3441,430.0935,41.6101,236.2869,1738.4707,998.4026,685.5143,38.5874,406.317,78.6121,800.5955,664.9311,636.5414,9.3815,65.5498,135.4269,75.5796,243.5336,80.2362,552.2523,281.8088,331.1799,28.0112,1312.5184,23.1691,1084.9231,276.6745,119.345,634.052,166.9687,28.1759,20.2887,32.9082,1054.8485,56.4193,107.5472,56.4219,1010.2159,46.0629,688.8147,137.699,113.5869,46.4896,36.859,1064.6959,235.6241,72.8477,481.1779,225.1399,754.634,36.7107,142.1536,27.3302,204.5353,99.4257,52.4934,116.0363,6.8376,1461.2957,289.9116,29.7082,784.5618,522.5434,60.3303,111.4407,157.7844,190.9651,125.6831,230.7752,970.9989,38.8975,690.105,1925.1144,68.2507,1099.1813,913.9525,973.6518,1017.5535,302.8362,2004.2463,1010.4998,1188.5364,1553.7989,850.8042,1018.5736,716.473,1638.9856,104.072,720.2952,1311.6952,2277.4134,597.6891,445.5519,870.1002,3765.7408,756.7924,1091.764,2490.1316,1261.1036,407.1063,2198.6755,1362.6466,662.664,1898.8168,1917.5209,1641.1246,589.4319,1043.7082,791.3985,39.3914,1505.1674,221.764,28.9232,107.2832,1551.7055,162.9159,390.4418,37.611,158.4523,245.5687,259.5425,579.9392,63.4548,14.9079,83.911,61.6031,131.2471,760.7072,68.945,756.6923,585.5453,10.8744,1794.8,18.7462,45.7955,2325.9109,701.649,36.7706,547.0543,24.8134,661.5215,703.7516,481.1556,933.5313,1465.3211,963.757,20.7469,829.6272,612.5128,387.9946,510.7004,53.9704,566.8283,29.6886,667.894,233.9682,556.1873,18.6757,168.2876
TXNIP,1123.8996,15149.2662,8663.7555,4243.0577,1992.9878,3003.7982,7964.7266,4384.7942,1838.4247,958.9926,2082.8815,9703.4426,12550.7246,23470.4028,742.3177,2396.5379,13731.7204,19670.4241,9939.0175,10994.7644,15539.611,8946.5506,49873.1686,7690.8419,7397.7675,5807.7348,10107.3653,29868.4018,5630.3935,25235.3341,15199.643,1660.5431,8911.686,3158.4266,9043.7382,2373.229,1687.867,3001.4463,704.8893,8184.9494,12642.6806,11922.9637,6770.551,22618.3985,26409.1699,3070.0393,7014.8196,7403.9549,4524.1597,11564.0648,3438.0826,15579.3846,7899.1165,17434.6378,7726.9888,2099.1064,2987.1265,10154.8966,15414.1634,2705.7576,11586.2588,18723.2704,43093.8475,4146.7416,4403.7404,6666.4441,7893.5868,12488.2709,3795.6989,4788.1944,13008.0792,9247.8962,1103.7528,16371.5847,5564.5622,4432.9249,3349.1189,7670.7157,6677.9834,7661.7163,8976.6691,7859.1426,5234.7985,8028.2621,7174.2791,5381.327,7548.92,2108.8263,4676.3006,6763.7344,11634.1844,15154.7904,15222.2793,9893.4426,4562.0092,2470.8199,4008.2432,7124.9103,4874.9082,8189.1245,7668.5667,2105.2482,9544.5177,3114.3719,6060.3843,360.3276,348.1605,32903.3886,3825.5014,6837.4931,2929.4205,1196.5812,2766.7827,4244.169,12284.0508,2897.0948,2616.9782,7235.8193,10670.7272,6761.1179,8765.6594,10206.8056,3003.9897,3138.9803,2871.8035,894.9112,4584.989,3674.2044,1698.6139,3034.2717,3987.1261,25933.2966,44758.1319,3758.7375,4221.182,9202.3473,1859.8594,8942.2589,2444.9306,6107.8876,7729.2907,8378.18,2322.8133,3155.4936,2157.0705,5138.4786,7991.5797,4106.0182,4562.8672,6214.8495,3475.374,5499.9417,20004.6707,2161.8526,1040.7132,4686.3023,3875.5996,4297.1345,13074.8,4939.1518,13884.1953,608.9069,2195.0784,5024.7802,923.8715,5242.2216,3316.7953,1170.7633,10584.3729,176.0217,1457.9817,2206.0235,2290.4564,7992.8058,2600.6436,1839.2594,10569.7147,44823.307,12344.3418,1705.286,5368.3038,5971.2591,1779.9331,7756.6497,9764.7144
TYMP,1145.745,911.9497,791.4847,1428.6118,1020.122,2280.6294,1074.7795,1780.5445,1580.8705,1306.6026,188.2262,1464.8674,2004.9689,15063.2574,2143.7278,1166.9774,10986.2903,2303.0454,3549.8655,8642.5012,9434.4956,1770.1857,3212.4906,4432.6899,6071.6036,10045.2034,1373.0304,4150.9557,11596.5626,13436.2325,3231.7763,7610.2236,11996.1999,227.3902,655.8783,588.8764,16075.428,3713.4317,25057.7458,450.3116,2077.8174,2160.9421,1527.8531,1423.4179,4416.4641,6175.9549,4628.072,4449.2955,682.423,5646.8336,766.4447,6771.3846,2236.6533,4691.3683,1543.891,3429.107,1880.7384,1361.2954,990.742,2125.1515,528.0843,5555.0314,1647.2923,1928.773,1019.063,2848.0801,1242.4127,5426.1304,2037.0019,2400.1068,5042.2178,3162.3422,1200.3311,11368.5489,3519.5799,4918.3161,1372.9809,1852.2653,1305.1691,586.5718,1737.6167,2215.2231,604.0469,985.9829,3497.9544,1248.4857,2690.413,2519.1395,23806.9364,2752.9491,1652.2793,1066.4671,2879.8768,1406.1931,4130.6275,4203.0075,1138.0732,4778.2923,2070.5936,16653.1654,4735.2057,5117.3375,5447.0532,7000.5485,3580.6648,2127.9951,1703.3615,5828.0461,3867.6621,2697.1714,10099.9257,2824.8171,7100.9448,1963.8211,1978.8438,5176.3329,3545.449,18439.6008,771.5024,7633.679,4620.0212,20529.4118,6100.0285,4855.6743,1763.7954,11357.7236,2467.1082,7400.335,4216.4406,17143.2069,5944.8477,19719.9559,2125.1857,3730.6453,2488.8824,807.2067,3819.1401,3228.7437,1064.6187,1763.0704,1146.7244,4238.7476,6044.1839,198.1543,2128.9728,7029.1728,1719.7164,1369.4833,1731.7861,386.4367,1624.5896,2643.3322,1657.6366,4593.8745,1895.6909,584.893,2633.5146,843.2035,14360.8,2035.9557,1674.694,829.9595,5010.1241,3215.9872,1532.8998,9579.5289,16223.0798,4994.8254,10315.4301,1870.4871,3653.211,3364.9821,485.1,9304.7744,2337.4321,9168.2293,7520.428,2629.7697,3873.7535,3374.7285,5546.4897,940.0039,2727.7592,4935.2009,1763.2735
